match_id,user_id,cv_id,fecha_busqueda,job_id,titulo,empresa,ubicacion,fuente,similarity,score,cantidad_matches,cantidad_gaps,aplicada,aplicada_en
fa56ac71-aa66-46ce-a64e-474ad136ba38,anon_180cb1a48e,1a6bee08-2b80-4b1d-b929-193cd587754a,2026-06-13 17:49:00,151e11b4d7f242bf,Community Manager,Sistemas Australes,GBA Norte,Computrabajo,65,60,4,1,False,
fa56ac71-aa66-46ce-a64e-474ad136ba38,anon_180cb1a48e,1a6bee08-2b80-4b1d-b929-193cd587754a,2026-06-13 17:49:00,497f5df0958d2422,Marketing Jr,Clínica San Rafael,Córdoba,Computrabajo,90,95,3,1,False,
fa56ac71-aa66-46ce-a64e-474ad136ba38,anon_180cb1a48e,1a6bee08-2b80-4b1d-b929-193cd587754a,2026-06-13 17:49:00,4e0a7727fb80b4b4,Analista de Marketing Digital,Laboratorios BioSur,CABA,Jooble,59,63,2,1,True,2026-06-16 00:49:00
fa56ac71-aa66-46ce-a64e-474ad136ba38,anon_180cb1a48e,1a6bee08-2b80-4b1d-b929-193cd587754a,2026-06-13 17:49:00,44eebfd590a997a3,Community Manager,NovaTech Solutions,CABA,Computrabajo,67,70,4,1,False,
fa56ac71-aa66-46ce-a64e-474ad136ba38,anon_180cb1a48e,1a6bee08-2b80-4b1d-b929-193cd587754a,2026-06-13 17:49:00,0701cbae5ec56f13,Marketing Jr,Retail Horizonte,Rosario,Computrabajo,72,72,2,1,True,2026-06-28 04:49:00
fa56ac71-aa66-46ce-a64e-474ad136ba38,anon_180cb1a48e,1a6bee08-2b80-4b1d-b929-193cd587754a,2026-06-13 17:49:00,6cf4df0e288bd36e,Analista de Marketing Digital,Vitalis Salud,Mendoza,Jooble,54,46,2,0,False,
fa56ac71-aa66-46ce-a64e-474ad136ba38,anon_180cb1a48e,1a6bee08-2b80-4b1d-b929-193cd587754a,2026-06-13 17:49:00,4e0a7727fb80b4b4,Analista de Marketing Digital,Laboratorios BioSur,GBA Norte,Jooble,73,70,2,1,False,
f24c9cec-c0a2-4730-8301-573f078a6bb3,anon_6e3ed316ee,9eda1df1-918c-419f-af50-a0221ec67d5d,2026-06-09 17:06:00,5cfa7574b738b1a8,Marketing Jr,Marketing Cono Sur,CABA,Computrabajo,90,87,2,0,False,
f24c9cec-c0a2-4730-8301-573f078a6bb3,anon_6e3ed316ee,9eda1df1-918c-419f-af50-a0221ec67d5d,2026-06-09 17:06:00,a5a59ec2a3dae1cc,Analista de Marketing Digital,Clínica San Rafael,CABA,Computrabajo,62,55,3,3,False,
f24c9cec-c0a2-4730-8301-573f078a6bb3,anon_6e3ed316ee,9eda1df1-918c-419f-af50-a0221ec67d5d,2026-06-09 17:06:00,5cfa7574b738b1a8,Marketing Jr,Marketing Cono Sur,Córdoba,Computrabajo,54,54,2,2,False,
f24c9cec-c0a2-4730-8301-573f078a6bb3,anon_6e3ed316ee,9eda1df1-918c-419f-af50-a0221ec67d5d,2026-06-09 17:06:00,99de90398c422762,Marketing Jr,Marketing Cono Sur,GBA Sur,Jooble,40,47,2,1,False,
f24c9cec-c0a2-4730-8301-573f078a6bb3,anon_6e3ed316ee,9eda1df1-918c-419f-af50-a0221ec67d5d,2026-06-09 17:06:00,243f163b79552695,Community Manager,Estudio Contable Medina,CABA,Jooble,71,75,3,0,True,2026-06-29 00:06:00
f24c9cec-c0a2-4730-8301-573f078a6bb3,anon_6e3ed316ee,9eda1df1-918c-419f-af50-a0221ec67d5d,2026-06-09 17:06:00,3ca2a04758bbd931,Marketing Jr,TechNova Remote,CABA,Jooble,59,66,2,2,False,
ae85869b-c29e-4de3-9c82-29ac5e120c4b,anon_8a1fd4a8f3,6e6e58dc-4383-4348-980b-0a8fc4da7e20,2026-05-23 15:08:00,e4bd04c4ec6d6535,Asistente Administrativo,Data Forge,CABA,Computrabajo,36,40,2,0,False,
ae85869b-c29e-4de3-9c82-29ac5e120c4b,anon_8a1fd4a8f3,6e6e58dc-4383-4348-980b-0a8fc4da7e20,2026-05-23 15:08:00,76c4d590bc8c84a3,Analista Administrativo Jr,Banco Regional,GBA Sur,Jooble,89,84,3,0,False,
ae85869b-c29e-4de3-9c82-29ac5e120c4b,anon_8a1fd4a8f3,6e6e58dc-4383-4348-980b-0a8fc4da7e20,2026-05-23 15:08:00,bccce723d5fea66f,Analista Administrativo Jr,Textil Patagonia,Remoto (Argentina),Jooble,69,74,4,0,False,
ae85869b-c29e-4de3-9c82-29ac5e120c4b,anon_8a1fd4a8f3,6e6e58dc-4383-4348-980b-0a8fc4da7e20,2026-05-23 15:08:00,7558bee31debd6be,Asistente Administrativo,Laboratorios BioSur,GBA Norte,Computrabajo,69,60,3,1,False,
ae85869b-c29e-4de3-9c82-29ac5e120c4b,anon_8a1fd4a8f3,6e6e58dc-4383-4348-980b-0a8fc4da7e20,2026-05-23 15:08:00,6832545c0d76772f,Administrativo Contable,Data Forge,Mendoza,Jooble,75,82,3,1,False,
ae85869b-c29e-4de3-9c82-29ac5e120c4b,anon_8a1fd4a8f3,6e6e58dc-4383-4348-980b-0a8fc4da7e20,2026-05-23 15:08:00,3858185c087f811a,Administrativo Contable,Consultora Delta,Remoto (Argentina),Computrabajo,72,60,2,2,False,
ae85869b-c29e-4de3-9c82-29ac5e120c4b,anon_8a1fd4a8f3,6e6e58dc-4383-4348-980b-0a8fc4da7e20,2026-05-23 15:08:00,f4f6c8ecefe24acd,Analista Administrativo Jr,Vitalis Salud,CABA,Jooble,48,48,4,1,True,2026-06-05 09:08:00
ae85869b-c29e-4de3-9c82-29ac5e120c4b,anon_8a1fd4a8f3,6e6e58dc-4383-4348-980b-0a8fc4da7e20,2026-05-23 15:08:00,7f13aa72862c7a85,Analista Administrativo Jr,Retail Horizonte,CABA,Jooble,72,62,3,0,True,2026-06-01 12:08:00
a1aabfb5-f377-4cae-b113-b859042fd6a3,anon_8a1fd4a8f3,6e6e58dc-4383-4348-980b-0a8fc4da7e20,2026-05-18 21:35:00,7a27caa2b3bc2534,Analista Administrativo Jr,Retail Horizonte,GBA Norte,Computrabajo,76,83,3,0,True,2026-05-30 10:35:00
a1aabfb5-f377-4cae-b113-b859042fd6a3,anon_8a1fd4a8f3,6e6e58dc-4383-4348-980b-0a8fc4da7e20,2026-05-18 21:35:00,e008bba2ef896aa6,Analista Administrativo Jr,Agro Insumos del Sur,Remoto (Argentina),Jooble,75,76,2,1,True,2026-06-03 08:35:00
a1aabfb5-f377-4cae-b113-b859042fd6a3,anon_8a1fd4a8f3,6e6e58dc-4383-4348-980b-0a8fc4da7e20,2026-05-18 21:35:00,cf4225d51ca1c891,Asistente Administrativo,Agro Insumos del Sur,Mendoza,Jooble,57,56,3,2,False,
a1aabfb5-f377-4cae-b113-b859042fd6a3,anon_8a1fd4a8f3,6e6e58dc-4383-4348-980b-0a8fc4da7e20,2026-05-18 21:35:00,1b68a8dde1c1a71f,Asistente Administrativo,Cloudberry Labs,Córdoba,Computrabajo,78,75,2,0,False,
a1aabfb5-f377-4cae-b113-b859042fd6a3,anon_8a1fd4a8f3,6e6e58dc-4383-4348-980b-0a8fc4da7e20,2026-05-18 21:35:00,9413661da0da07e9,Asistente Administrativo,Estudio Contable Medina,GBA Sur,Jooble,39,44,3,3,False,
a1aabfb5-f377-4cae-b113-b859042fd6a3,anon_8a1fd4a8f3,6e6e58dc-4383-4348-980b-0a8fc4da7e20,2026-05-18 21:35:00,9a4745999655d5c4,Asistente Administrativo,Vitalis Salud,Rosario,Jooble,55,51,4,0,False,
a1aabfb5-f377-4cae-b113-b859042fd6a3,anon_8a1fd4a8f3,6e6e58dc-4383-4348-980b-0a8fc4da7e20,2026-05-18 21:35:00,172b2534e0a617d8,Analista Administrativo Jr,Marketing Cono Sur,Mendoza,Computrabajo,74,77,3,0,False,
a1aabfb5-f377-4cae-b113-b859042fd6a3,anon_8a1fd4a8f3,6e6e58dc-4383-4348-980b-0a8fc4da7e20,2026-05-18 21:35:00,f494da309790d5a8,Analista Administrativo Jr,Data Forge,Mendoza,Computrabajo,81,82,4,1,False,
a1aabfb5-f377-4cae-b113-b859042fd6a3,anon_8a1fd4a8f3,6e6e58dc-4383-4348-980b-0a8fc4da7e20,2026-05-18 21:35:00,a019c1db968fe238,Asistente Administrativo,Textil Patagonia,GBA Norte,Jooble,60,66,4,3,False,
ead75b82-3135-49e0-aaa5-0a63ee4cc044,anon_8a1fd4a8f3,6e6e58dc-4383-4348-980b-0a8fc4da7e20,2026-05-21 18:19:00,371ea9616483ef55,Analista Administrativo Jr,Grupo Andina,GBA Norte,Jooble,58,67,3,3,False,
ead75b82-3135-49e0-aaa5-0a63ee4cc044,anon_8a1fd4a8f3,6e6e58dc-4383-4348-980b-0a8fc4da7e20,2026-05-21 18:19:00,145e9b308cee79bb,Administrativo Contable,Manufactura Rioplatense,Remoto (Argentina),Jooble,72,77,3,0,False,
ead75b82-3135-49e0-aaa5-0a63ee4cc044,anon_8a1fd4a8f3,6e6e58dc-4383-4348-980b-0a8fc4da7e20,2026-05-21 18:19:00,ed1523dfe758e952,Analista Administrativo Jr,TechNova Remote,Remoto (Argentina),Jooble,90,89,2,0,True,2026-05-30 09:19:00
ead75b82-3135-49e0-aaa5-0a63ee4cc044,anon_8a1fd4a8f3,6e6e58dc-4383-4348-980b-0a8fc4da7e20,2026-05-21 18:19:00,da4767fdca418cdd,Analista Administrativo Jr,Consultora Delta,Mendoza,Jooble,78,72,3,1,False,
ead75b82-3135-49e0-aaa5-0a63ee4cc044,anon_8a1fd4a8f3,6e6e58dc-4383-4348-980b-0a8fc4da7e20,2026-05-21 18:19:00,8f4936f2fa46ad39,Administrativo Contable,Grupo Andina,Remoto (Argentina),Computrabajo,85,79,4,0,False,
ead75b82-3135-49e0-aaa5-0a63ee4cc044,anon_8a1fd4a8f3,6e6e58dc-4383-4348-980b-0a8fc4da7e20,2026-05-21 18:19:00,13849828f9033728,Administrativo Contable,Marketing Cono Sur,Remoto (Argentina),Jooble,57,52,3,1,False,
ead75b82-3135-49e0-aaa5-0a63ee4cc044,anon_8a1fd4a8f3,6e6e58dc-4383-4348-980b-0a8fc4da7e20,2026-05-21 18:19:00,ed1523dfe758e952,Analista Administrativo Jr,TechNova Remote,Remoto (Argentina),Jooble,77,85,4,1,False,
ead75b82-3135-49e0-aaa5-0a63ee4cc044,anon_8a1fd4a8f3,6e6e58dc-4383-4348-980b-0a8fc4da7e20,2026-05-21 18:19:00,ed8d3d97361a4554,Administrativo Contable,Sistemas Australes,Remoto (Argentina),Jooble,52,59,4,2,False,
ead75b82-3135-49e0-aaa5-0a63ee4cc044,anon_8a1fd4a8f3,6e6e58dc-4383-4348-980b-0a8fc4da7e20,2026-05-21 18:19:00,39bcc67e21fdc888,Administrativo Contable,Banco Regional,Mendoza,Jooble,60,61,2,0,True,2026-06-04 16:19:00
8c7c76e7-2acc-4c81-b9e3-648e52001c86,anon_198a3660c0,a59e2b24-9add-45c6-a571-7c62541b7f4b,2026-08-01 10:26:00,74888c56728c7dc3,Asistente Administrativo,Marketing Cono Sur,CABA,Jooble,63,57,3,3,False,
8c7c76e7-2acc-4c81-b9e3-648e52001c86,anon_198a3660c0,a59e2b24-9add-45c6-a571-7c62541b7f4b,2026-08-01 10:26:00,0486c8e9361da3bc,Analista Administrativo Jr,Grupo Andina,Remoto (Argentina),Computrabajo,55,72,3,1,False,
8c7c76e7-2acc-4c81-b9e3-648e52001c86,anon_198a3660c0,a59e2b24-9add-45c6-a571-7c62541b7f4b,2026-08-01 10:26:00,f68503331c32d896,Asistente Administrativo,Marketing Cono Sur,Rosario,Computrabajo,82,80,3,0,True,2026-08-16 01:26:00
8c7c76e7-2acc-4c81-b9e3-648e52001c86,anon_198a3660c0,a59e2b24-9add-45c6-a571-7c62541b7f4b,2026-08-01 10:26:00,01284ed44e88048f,Administrativo Contable,Comercial Los Andes,Mendoza,Jooble,78,80,4,0,False,
8c7c76e7-2acc-4c81-b9e3-648e52001c86,anon_198a3660c0,a59e2b24-9add-45c6-a571-7c62541b7f4b,2026-08-01 10:26:00,288163804730edab,Asistente Administrativo,BioLab Argentina,CABA,Jooble,36,49,2,3,False,
8c7c76e7-2acc-4c81-b9e3-648e52001c86,anon_198a3660c0,a59e2b24-9add-45c6-a571-7c62541b7f4b,2026-08-01 10:26:00,a1e23e6c73d5b0a5,Administrativo Contable,NovaTech Solutions,GBA Sur,Jooble,51,57,3,3,False,
8c7c76e7-2acc-4c81-b9e3-648e52001c86,anon_198a3660c0,a59e2b24-9add-45c6-a571-7c62541b7f4b,2026-08-01 10:26:00,5392ce9b369508a3,Asistente Administrativo,Banco Regional,Córdoba,Computrabajo,52,42,3,0,False,
8c7c76e7-2acc-4c81-b9e3-648e52001c86,anon_198a3660c0,a59e2b24-9add-45c6-a571-7c62541b7f4b,2026-08-01 10:26:00,d66b6316370a1e96,Administrativo Contable,NovaTech Solutions,GBA Norte,Computrabajo,61,57,3,1,False,
8c7c76e7-2acc-4c81-b9e3-648e52001c86,anon_198a3660c0,a59e2b24-9add-45c6-a571-7c62541b7f4b,2026-08-01 10:26:00,04cf847cdd21b23b,Analista Administrativo Jr,Clínica San Rafael,GBA Sur,Jooble,79,78,4,0,False,
ac4f3ed1-b8ae-454d-9813-2bf02e06c07a,anon_198a3660c0,a59e2b24-9add-45c6-a571-7c62541b7f4b,2026-08-03 10:49:00,619a2dd569baa190,Asistente Administrativo,Laboratorios BioSur,GBA Sur,Jooble,78,72,2,0,False,
ac4f3ed1-b8ae-454d-9813-2bf02e06c07a,anon_198a3660c0,a59e2b24-9add-45c6-a571-7c62541b7f4b,2026-08-03 10:49:00,e008bba2ef896aa6,Analista Administrativo Jr,Agro Insumos del Sur,Remoto (Argentina),Jooble,58,62,4,0,False,
ac4f3ed1-b8ae-454d-9813-2bf02e06c07a,anon_198a3660c0,a59e2b24-9add-45c6-a571-7c62541b7f4b,2026-08-03 10:49:00,74888c56728c7dc3,Asistente Administrativo,Marketing Cono Sur,GBA Sur,Jooble,47,48,3,3,True,2026-08-16 06:49:00
ac4f3ed1-b8ae-454d-9813-2bf02e06c07a,anon_198a3660c0,a59e2b24-9add-45c6-a571-7c62541b7f4b,2026-08-03 10:49:00,1217713eadce8a44,Asistente Administrativo,Retail Horizonte,Mendoza,Jooble,69,70,4,1,False,
ac4f3ed1-b8ae-454d-9813-2bf02e06c07a,anon_198a3660c0,a59e2b24-9add-45c6-a571-7c62541b7f4b,2026-08-03 10:49:00,19284afa9c769f2c,Analista Administrativo Jr,Sistemas Australes,Remoto (Argentina),Jooble,75,77,3,0,False,
